feature,target,regime,horizon,n,auc_oriented
rv_slope_96b,trend_efficiency_high,HIGH_VOL,12H,163,0.560251798561151
rv_slope_96b,trend_efficiency_high,HIGH_VOL,1H,163,0.65990675990676
rv_slope_96b,trend_efficiency_high,HIGH_VOL,24H,163,0.5306159420289855
rv_slope_96b,trend_efficiency_high,HIGH_VOL,2H,163,0.5624715002279982
rv_slope_96b,trend_efficiency_high,HIGH_VOL,4H,163,0.5164410058027079
rv_slope_96b,trend_efficiency_high,HIGH_VOL,8H,163,0.5730994152046784
rv_slope_96b,trend_efficiency_high,LOW_VOL_RANGE,12H,1024,0.5314436917612188
rv_slope_96b,trend_efficiency_high,LOW_VOL_RANGE,1H,1024,0.5136926653375845
rv_slope_96b,trend_efficiency_high,LOW_VOL_RANGE,24H,1024,0.5508197325051098
rv_slope_96b,trend_efficiency_high,LOW_VOL_RANGE,2H,1024,0.5303740865961392
rv_slope_96b,trend_efficiency_high,LOW_VOL_RANGE,4H,1016,0.5159815733522325
rv_slope_96b,trend_efficiency_high,LOW_VOL_RANGE,8H,1016,0.5266674962667994
rv_slope_96b,trend_efficiency_high,NORMAL_RANGE,12H,2314,0.5251061039580354
rv_slope_96b,trend_efficiency_high,NORMAL_RANGE,1H,2314,0.5002814945996764
rv_slope_96b,trend_efficiency_high,NORMAL_RANGE,24H,2314,0.5261055846258094
rv_slope_96b,trend_efficiency_high,NORMAL_RANGE,2H,2314,0.5011644291863087
rv_slope_96b,trend_efficiency_high,NORMAL_RANGE,4H,2303,0.5148706103334052
rv_slope_96b,trend_efficiency_high,NORMAL_RANGE,8H,2303,0.5051590877362202
rv_slope_96b,trend_efficiency_high,TREND_DOWN,12H,190,0.6156509695290859
rv_slope_96b,trend_efficiency_high,TREND_DOWN,1H,190,0.6090367965367965
rv_slope_96b,trend_efficiency_high,TREND_DOWN,24H,190,0.6118326118326118
rv_slope_96b,trend_efficiency_high,TREND_DOWN,2H,190,0.5988955823293173
rv_slope_96b,trend_efficiency_high,TREND_DOWN,4H,189,0.5855287569573284
rv_slope_96b,trend_efficiency_high,TREND_DOWN,8H,189,0.5839002267573696
rv_slope_96b,trend_efficiency_high,TREND_UP,12H,179,0.5077972709551657
rv_slope_96b,trend_efficiency_high,TREND_UP,1H,179,0.5819507290095526
rv_slope_96b,trend_efficiency_high,TREND_UP,24H,179,0.5950782997762863
rv_slope_96b,trend_efficiency_high,TREND_UP,2H,179,0.5139545884578998
rv_slope_96b,trend_efficiency_high,TREND_UP,4H,179,0.5331096196868008
rv_slope_96b,trend_efficiency_high,TREND_UP,8H,179,0.514030612244898
rv_slope_96b,trend_efficiency_high,VOLATILITY_EXPANSION,12H,324,0.5109587104072398
rv_slope_96b,trend_efficiency_high,VOLATILITY_EXPANSION,1H,324,0.5145682367149759
rv_slope_96b,trend_efficiency_high,VOLATILITY_EXPANSION,24H,324,0.5608840187146024
rv_slope_96b,trend_efficiency_high,VOLATILITY_EXPANSION,2H,324,0.5162551440329218
rv_slope_96b,trend_efficiency_high,VOLATILITY_EXPANSION,4H,319,0.5052083333333334
rv_slope_96b,trend_efficiency_high,VOLATILITY_EXPANSION,8H,319,0.5496524329692155
atr_pct_12b,upside_breakout_occurred,HIGH_VOL,12H,163,0.7084725174612815
atr_pct_12b,upside_breakout_occurred,HIGH_VOL,1H,163,0.53748370273794
atr_pct_12b,upside_breakout_occurred,HIGH_VOL,24H,163,0.7168803418803419
atr_pct_12b,upside_breakout_occurred,HIGH_VOL,2H,163,0.5048706240487062
atr_pct_12b,upside_breakout_occurred,HIGH_VOL,4H,163,0.5792646172393008
atr_pct_12b,upside_breakout_occurred,HIGH_VOL,8H,163,0.6565992147387496
atr_pct_12b,upside_breakout_occurred,LOW_VOL_RANGE,12H,1024,0.6154108869272803
atr_pct_12b,upside_breakout_occurred,LOW_VOL_RANGE,1H,1024,0.5691668774770217
atr_pct_12b,upside_breakout_occurred,LOW_VOL_RANGE,24H,1024,0.6447764698975549
atr_pct_12b,upside_breakout_occurred,LOW_VOL_RANGE,2H,1024,0.5738415662886962
atr_pct_12b,upside_breakout_occurred,LOW_VOL_RANGE,4H,1016,0.5483617507868578
atr_pct_12b,upside_breakout_occurred,LOW_VOL_RANGE,8H,1016,0.5921997365924121
atr_pct_12b,upside_breakout_occurred,NORMAL_RANGE,12H,2314,0.6266657903086159
atr_pct_12b,upside_breakout_occurred,NORMAL_RANGE,1H,2314,0.5589561062812389
atr_pct_12b,upside_breakout_occurred,NORMAL_RANGE,24H,2314,0.6624349359632902
atr_pct_12b,upside_breakout_occurred,NORMAL_RANGE,2H,2314,0.5805069218481693
atr_pct_12b,upside_breakout_occurred,NORMAL_RANGE,4H,2303,0.5978597955815135
atr_pct_12b,upside_breakout_occurred,NORMAL_RANGE,8H,2303,0.6242066540000808
atr_pct_12b,upside_breakout_occurred,TREND_DOWN,12H,190,0.6288992869875223
atr_pct_12b,upside_breakout_occurred,TREND_DOWN,1H,190,0.6331297161336686
atr_pct_12b,upside_breakout_occurred,TREND_DOWN,24H,190,0.6274509803921569
atr_pct_12b,upside_breakout_occurred,TREND_DOWN,2H,190,0.6605312208760485
atr_pct_12b,upside_breakout_occurred,TREND_DOWN,4H,189,0.6019562715765248
atr_pct_12b,upside_breakout_occurred,TREND_DOWN,8H,189,0.6037353735373537
atr_pct_12b,upside_breakout_occurred,TREND_UP,12H,179,0.6466108149276466
atr_pct_12b,upside_breakout_occurred,TREND_UP,1H,179,0.6612137862137862
atr_pct_12b,upside_breakout_occurred,TREND_UP,24H,179,0.640984015984016
atr_pct_12b,upside_breakout_occurred,TREND_UP,2H,179,0.6174185463659148
atr_pct_12b,upside_breakout_occurred,TREND_UP,4H,179,0.648974358974359
atr_pct_12b,upside_breakout_occurred,TREND_UP,8H,179,0.678974358974359
atr_pct_12b,upside_breakout_occurred,VOLATILITY_EXPANSION,12H,324,0.681275262273491
atr_pct_12b,upside_breakout_occurred,VOLATILITY_EXPANSION,1H,324,0.5928292346586992
atr_pct_12b,upside_breakout_occurred,VOLATILITY_EXPANSION,24H,324,0.7114218328840971
atr_pct_12b,upside_breakout_occurred,VOLATILITY_EXPANSION,2H,324,0.5469116850279935
atr_pct_12b,upside_breakout_occurred,VOLATILITY_EXPANSION,4H,319,0.5329680365296804
atr_pct_12b,upside_breakout_occurred,VOLATILITY_EXPANSION,8H,319,0.570347533632287
atr_pct_12b,downside_breakdown_occurred,HIGH_VOL,12H,163,0.5781515460414544
atr_pct_12b,downside_breakdown_occurred,HIGH_VOL,1H,163,0.6025252525252525
atr_pct_12b,downside_breakdown_occurred,HIGH_VOL,24H,163,0.5609921848453958
atr_pct_12b,downside_breakdown_occurred,HIGH_VOL,2H,163,0.623156089193825
atr_pct_12b,downside_breakdown_occurred,HIGH_VOL,4H,163,0.5456498388829216
atr_pct_12b,downside_breakdown_occurred,HIGH_VOL,8H,163,0.5914239482200647
atr_pct_12b,downside_breakdown_occurred,LOW_VOL_RANGE,12H,1024,0.5519311528993153
atr_pct_12b,downside_breakdown_occurred,LOW_VOL_RANGE,1H,1024,0.5307595383940849
atr_pct_12b,downside_breakdown_occurred,LOW_VOL_RANGE,24H,1024,0.5834793226097574
atr_pct_12b,downside_breakdown_occurred,LOW_VOL_RANGE,2H,1024,0.5479917113044048
atr_pct_12b,downside_breakdown_occurred,LOW_VOL_RANGE,4H,1016,0.5692354461164311
atr_pct_12b,downside_breakdown_occurred,LOW_VOL_RANGE,8H,1016,0.5527096518987342
atr_pct_12b,downside_breakdown_occurred,NORMAL_RANGE,12H,2314,0.5568013640238705
atr_pct_12b,downside_breakdown_occurred,NORMAL_RANGE,1H,2314,0.5394531429358557
atr_pct_12b,downside_breakdown_occurred,NORMAL_RANGE,24H,2314,0.5864697494909117
atr_pct_12b,downside_breakdown_occurred,NORMAL_RANGE,2H,2314,0.5529939713931633
atr_pct_12b,downside_breakdown_occurred,NORMAL_RANGE,4H,2303,0.5516307379745043
atr_pct_12b,downside_breakdown_occurred,NORMAL_RANGE,8H,2303,0.5433178370776929
atr_pct_12b,downside_breakdown_occurred,TREND_DOWN,12H,190,0.5890957446808511
atr_pct_12b,downside_breakdown_occurred,TREND_DOWN,1H,190,0.6110227272727273
atr_pct_12b,downside_breakdown_occurred,TREND_DOWN,24H,190,0.5764627659574468
atr_pct_12b,downside_breakdown_occurred,TREND_DOWN,2H,190,0.5908535908535908
atr_pct_12b,downside_breakdown_occurred,TREND_DOWN,4H,189,0.6387270282384581
atr_pct_12b,downside_breakdown_occurred,TREND_DOWN,8H,189,0.601131221719457
atr_pct_12b,downside_breakdown_occurred,TREND_UP,12H,179,0.5696877380045697
atr_pct_12b,downside_breakdown_occurred,TREND_UP,1H,179,0.5505063965884862
atr_pct_12b,downside_breakdown_occurred,TREND_UP,24H,179,0.6046014583857179
atr_pct_12b,downside_breakdown_occurred,TREND_UP,2H,179,0.5714648387915715
atr_pct_12b,downside_breakdown_occurred,TREND_UP,4H,179,0.5576923076923077
atr_pct_12b,downside_breakdown_occurred,TREND_UP,8H,179,0.5760617760617761
atr_pct_12b,downside_breakdown_occurred,VOLATILITY_EXPANSION,12H,324,0.5892942109436955
atr_pct_12b,downside_breakdown_occurred,VOLATILITY_EXPANSION,1H,324,0.5570760521781934
atr_pct_12b,downside_breakdown_occurred,VOLATILITY_EXPANSION,24H,324,0.6748498620353839
atr_pct_12b,downside_breakdown_occurred,VOLATILITY_EXPANSION,2H,324,0.5553347465112171
atr_pct_12b,downside_breakdown_occurred,VOLATILITY_EXPANSION,4H,319,0.5635804030693987
atr_pct_12b,downside_breakdown_occurred,VOLATILITY_EXPANSION,8H,319,0.5688191728384788
atr_pct_12b,range_breached,HIGH_VOL,12H,163,0.8945945945945946
atr_pct_12b,range_breached,HIGH_VOL,1H,163,0.7518987341772152
atr_pct_12b,range_breached,HIGH_VOL,24H,163,0.8958974358974359
atr_pct_12b,range_breached,HIGH_VOL,2H,163,0.6932059447983014
atr_pct_12b,range_breached,HIGH_VOL,4H,163,0.6474358974358974
atr_pct_12b,range_breached,HIGH_VOL,8H,163,0.7143356643356643
atr_pct_12b,range_breached,LOW_VOL_RANGE,12H,1024,0.8327954675846242
atr_pct_12b,range_breached,LOW_VOL_RANGE,1H,1024,0.6697335633505846
atr_pct_12b,range_breached,LOW_VOL_RANGE,24H,1024,0.749554367201426
atr_pct_12b,range_breached,LOW_VOL_RANGE,2H,1024,0.7192139001349528
atr_pct_12b,range_breached,LOW_VOL_RANGE,4H,1016,0.7597238288027761
atr_pct_12b,range_breached,LOW_VOL_RANGE,8H,1016,0.8092466743782534
atr_pct_12b,range_breached,NORMAL_RANGE,12H,2314,0.7264949924959003
atr_pct_12b,range_breached,NORMAL_RANGE,1H,2314,0.6232164268585132
atr_pct_12b,range_breached,NORMAL_RANGE,24H,2314,0.8325111710158748
atr_pct_12b,range_breached,NORMAL_RANGE,2H,2314,0.7372012242643833
atr_pct_12b,range_breached,NORMAL_RANGE,4H,2303,0.7545099316183653
atr_pct_12b,range_breached,NORMAL_RANGE,8H,2303,0.7329452459293007
atr_pct_12b,range_breached,TREND_DOWN,12H,190,0.7361632270168856
atr_pct_12b,range_breached,TREND_DOWN,1H,190,0.7347840870452227
atr_pct_12b,range_breached,TREND_DOWN,24H,190,0.7136044176706827
atr_pct_12b,range_breached,TREND_DOWN,2H,190,0.7456391564696694
atr_pct_12b,range_breached,TREND_DOWN,4H,189,0.746456332876086
atr_pct_12b,range_breached,TREND_DOWN,8H,189,0.7381313131313132
atr_pct_12b,range_breached,TREND_UP,12H,179,0.6963218390804597
atr_pct_12b,range_breached,TREND_UP,1H,179,0.6733556298773691
atr_pct_12b,range_breached,TREND_UP,24H,179,0.6882686849574267
atr_pct_12b,range_breached,TREND_UP,2H,179,0.6913978494623656
atr_pct_12b,range_breached,TREND_UP,4H,179,0.6528735632183909
atr_pct_12b,range_breached,TREND_UP,8H,179,0.7453703703703703
atr_pct_12b,range_breached,VOLATILITY_EXPANSION,12H,324,0.8055220017256255
atr_pct_12b,range_breached,VOLATILITY_EXPANSION,1H,324,0.8578483245149912
atr_pct_12b,range_breached,VOLATILITY_EXPANSION,24H,324,0.8761204013377927
atr_pct_12b,range_breached,VOLATILITY_EXPANSION,2H,324,0.7007661108607481
atr_pct_12b,range_breached,VOLATILITY_EXPANSION,4H,319,0.8496784565916399
atr_pct_12b,range_breached,VOLATILITY_EXPANSION,8H,319,0.7801062573789846
atr_pct_12b,path_inside_70,HIGH_VOL,12H,163,0.8945945945945946
atr_pct_12b,path_inside_70,HIGH_VOL,1H,163,0.7518987341772152
atr_pct_12b,path_inside_70,HIGH_VOL,24H,163,0.8958974358974359
atr_pct_12b,path_inside_70,HIGH_VOL,2H,163,0.6932059447983014
atr_pct_12b,path_inside_70,HIGH_VOL,4H,163,0.6474358974358975
atr_pct_12b,path_inside_70,HIGH_VOL,8H,163,0.7143356643356643
atr_pct_12b,path_inside_70,LOW_VOL_RANGE,12H,1024,0.8327954675846242
atr_pct_12b,path_inside_70,LOW_VOL_RANGE,1H,1024,0.6697335633505846
atr_pct_12b,path_inside_70,LOW_VOL_RANGE,24H,1024,0.749554367201426
atr_pct_12b,path_inside_70,LOW_VOL_RANGE,2H,1024,0.7192139001349528
atr_pct_12b,path_inside_70,LOW_VOL_RANGE,4H,1016,0.7597238288027762
atr_pct_12b,path_inside_70,LOW_VOL_RANGE,8H,1016,0.8092466743782534
atr_pct_12b,path_inside_70,NORMAL_RANGE,12H,2314,0.7264949924959003
atr_pct_12b,path_inside_70,NORMAL_RANGE,1H,2314,0.6232164268585132
atr_pct_12b,path_inside_70,NORMAL_RANGE,24H,2314,0.8325111710158748
atr_pct_12b,path_inside_70,NORMAL_RANGE,2H,2314,0.7372012242643833
atr_pct_12b,path_inside_70,NORMAL_RANGE,4H,2303,0.7545099316183653
atr_pct_12b,path_inside_70,NORMAL_RANGE,8H,2303,0.7329452459293005
atr_pct_12b,path_inside_70,TREND_DOWN,12H,190,0.7361632270168855
atr_pct_12b,path_inside_70,TREND_DOWN,1H,190,0.7347840870452227
atr_pct_12b,path_inside_70,TREND_DOWN,24H,190,0.7136044176706827
atr_pct_12b,path_inside_70,TREND_DOWN,2H,190,0.7456391564696694
atr_pct_12b,path_inside_70,TREND_DOWN,4H,189,0.7464563328760859
atr_pct_12b,path_inside_70,TREND_DOWN,8H,189,0.7381313131313131
atr_pct_12b,path_inside_70,TREND_UP,12H,179,0.6963218390804597
atr_pct_12b,path_inside_70,TREND_UP,1H,179,0.673355629877369
atr_pct_12b,path_inside_70,TREND_UP,24H,179,0.6882686849574267
atr_pct_12b,path_inside_70,TREND_UP,2H,179,0.6913978494623656
atr_pct_12b,path_inside_70,TREND_UP,4H,179,0.6528735632183909
atr_pct_12b,path_inside_70,TREND_UP,8H,179,0.7453703703703703
atr_pct_12b,path_inside_70,VOLATILITY_EXPANSION,12H,324,0.8055220017256255
atr_pct_12b,path_inside_70,VOLATILITY_EXPANSION,1H,324,0.8578483245149912
atr_pct_12b,path_inside_70,VOLATILITY_EXPANSION,24H,324,0.8761204013377927
atr_pct_12b,path_inside_70,VOLATILITY_EXPANSION,2H,324,0.7007661108607481
atr_pct_12b,path_inside_70,VOLATILITY_EXPANSION,4H,319,0.8496784565916399
atr_pct_12b,path_inside_70,VOLATILITY_EXPANSION,8H,319,0.7801062573789846
atr_pct_12b,trend_efficiency_high,HIGH_VOL,12H,163,0.6106115107913669
atr_pct_12b,trend_efficiency_high,HIGH_VOL,1H,163,0.6237762237762238
atr_pct_12b,trend_efficiency_high,HIGH_VOL,24H,163,0.5253623188405797
atr_pct_12b,trend_efficiency_high,HIGH_VOL,2H,163,0.5857273141814866
atr_pct_12b,trend_efficiency_high,HIGH_VOL,4H,163,0.5357833655705997
atr_pct_12b,trend_efficiency_high,HIGH_VOL,8H,163,0.5902777777777778
atr_pct_12b,trend_efficiency_high,LOW_VOL_RANGE,12H,1024,0.5165273636019992
atr_pct_12b,trend_efficiency_high,LOW_VOL_RANGE,1H,1024,0.5288499600555624
atr_pct_12b,trend_efficiency_high,LOW_VOL_RANGE,24H,1024,0.5164099951509646
atr_pct_12b,trend_efficiency_high,LOW_VOL_RANGE,2H,1024,0.511986039917112
atr_pct_12b,trend_efficiency_high,LOW_VOL_RANGE,4H,1016,0.5099078667611623
atr_pct_12b,trend_efficiency_high,LOW_VOL_RANGE,8H,1016,0.5289385266301643
atr_pct_12b,trend_efficiency_high,NORMAL_RANGE,12H,2314,0.5013459704339532
atr_pct_12b,trend_efficiency_high,NORMAL_RANGE,1H,2314,0.5370425029515938
atr_pct_12b,trend_efficiency_high,NORMAL_RANGE,24H,2314,0.5620000282336998
atr_pct_12b,trend_efficiency_high,NORMAL_RANGE,2H,2314,0.536798011887682
atr_pct_12b,trend_efficiency_high,NORMAL_RANGE,4H,2303,0.504760575177998
atr_pct_12b,trend_efficiency_high,NORMAL_RANGE,8H,2303,0.5258855482085972
atr_pct_12b,trend_efficiency_high,TREND_DOWN,12H,190,0.5534972299168974
atr_pct_12b,trend_efficiency_high,TREND_DOWN,1H,190,0.551948051948052
atr_pct_12b,trend_efficiency_high,TREND_DOWN,24H,190,0.5918109668109668
atr_pct_12b,trend_efficiency_high,TREND_DOWN,2H,190,0.5276104417670683
atr_pct_12b,trend_efficiency_high,TREND_DOWN,4H,189,0.6064935064935064
atr_pct_12b,trend_efficiency_high,TREND_DOWN,8H,189,0.530045351473923
atr_pct_12b,trend_efficiency_high,TREND_UP,12H,179,0.5289961013645225
atr_pct_12b,trend_efficiency_high,TREND_UP,1H,179,0.5314228255404726
atr_pct_12b,trend_efficiency_high,TREND_UP,24H,179,0.6315436241610738
atr_pct_12b,trend_efficiency_high,TREND_UP,2H,179,0.5520340586565752
atr_pct_12b,trend_efficiency_high,TREND_UP,4H,179,0.5029082774049217
atr_pct_12b,trend_efficiency_high,TREND_UP,8H,179,0.5216836734693877
atr_pct_12b,trend_efficiency_high,VOLATILITY_EXPANSION,12H,324,0.5357041855203619
atr_pct_12b,trend_efficiency_high,VOLATILITY_EXPANSION,1H,324,0.5075483091787439
atr_pct_12b,trend_efficiency_high,VOLATILITY_EXPANSION,24H,324,0.5452474759911352
atr_pct_12b,trend_efficiency_high,VOLATILITY_EXPANSION,2H,324,0.5624142661179699
atr_pct_12b,trend_efficiency_high,VOLATILITY_EXPANSION,4H,319,0.5225074404761905
atr_pct_12b,trend_efficiency_high,VOLATILITY_EXPANSION,8H,319,0.5168108951624344
atr_12b,upside_breakout_occurred,HIGH_VOL,12H,163,0.7427877315517766
atr_12b,upside_breakout_occurred,HIGH_VOL,1H,163,0.5386245110821382
atr_12b,upside_breakout_occurred,HIGH_VOL,24H,163,0.7779304029304029
atr_12b,upside_breakout_occurred,HIGH_VOL,2H,163,0.5049467275494672
atr_12b,upside_breakout_occurred,HIGH_VOL,4H,163,0.5864978902953586
atr_12b,upside_breakout_occurred,HIGH_VOL,8H,163,0.6767592872244035
atr_12b,upside_breakout_occurred,LOW_VOL_RANGE,12H,1024,0.617026586801177
atr_12b,upside_breakout_occurred,LOW_VOL_RANGE,1H,1024,0.5665970992495151
atr_12b,upside_breakout_occurred,LOW_VOL_RANGE,24H,1024,0.6581618575160713
atr_12b,upside_breakout_occurred,LOW_VOL_RANGE,2H,1024,0.5734186927540401
atr_12b,upside_breakout_occurred,LOW_VOL_RANGE,4H,1016,0.5470122047868125
atr_12b,upside_breakout_occurred,LOW_VOL_RANGE,8H,1016,0.5925372570678675
atr_12b,upside_breakout_occurred,NORMAL_RANGE,12H,2314,0.646569261092218
atr_12b,upside_breakout_occurred,NORMAL_RANGE,1H,2314,0.5631558906404691
atr_12b,upside_breakout_occurred,NORMAL_RANGE,24H,2314,0.6881193925073625
atr_12b,upside_breakout_occurred,NORMAL_RANGE,2H,2314,0.5873424784054255
atr_12b,upside_breakout_occurred,NORMAL_RANGE,4H,2303,0.6083338623666836
atr_12b,upside_breakout_occurred,NORMAL_RANGE,8H,2303,0.6414520758378138
atr_12b,upside_breakout_occurred,TREND_DOWN,12H,190,0.6600378787878788
atr_12b,upside_breakout_occurred,TREND_DOWN,1H,190,0.6539106479817942
atr_12b,upside_breakout_occurred,TREND_DOWN,24H,190,0.6554144385026738
atr_12b,upside_breakout_occurred,TREND_DOWN,2H,190,0.6787628145386766
atr_12b,upside_breakout_occurred,TREND_DOWN,4H,189,0.6308400460299195
atr_12b,upside_breakout_occurred,TREND_DOWN,8H,189,0.6381638163816381
atr_12b,upside_breakout_occurred,TREND_UP,12H,179,0.6638740797156639
atr_12b,upside_breakout_occurred,TREND_UP,1H,179,0.6633366633366633
atr_12b,upside_breakout_occurred,TREND_UP,24H,179,0.6673326673326674
atr_12b,upside_breakout_occurred,TREND_UP,2H,179,0.6270676691729323
atr_12b,upside_breakout_occurred,TREND_UP,4H,179,0.6664102564102564
atr_12b,upside_breakout_occurred,TREND_UP,8H,179,0.698076923076923
atr_12b,upside_breakout_occurred,VOLATILITY_EXPANSION,12H,324,0.690585403515146
atr_12b,upside_breakout_occurred,VOLATILITY_EXPANSION,1H,324,0.6054929901172144
atr_12b,upside_breakout_occurred,VOLATILITY_EXPANSION,24H,324,0.7305845687331536
atr_12b,upside_breakout_occurred,VOLATILITY_EXPANSION,2H,324,0.5611341881885498
atr_12b,upside_breakout_occurred,VOLATILITY_EXPANSION,4H,319,0.5460730593607306
atr_12b,upside_breakout_occurred,VOLATILITY_EXPANSION,8H,319,0.5827027279521675
atr_12b,downside_breakdown_occurred,HIGH_VOL,12H,163,0.5463812436289501
atr_12b,downside_breakdown_occurred,HIGH_VOL,1H,163,0.5991582491582492
atr_12b,downside_breakdown_occurred,HIGH_VOL,24H,163,0.5160550458715596
atr_12b,downside_breakdown_occurred,HIGH_VOL,2H,163,0.610548885077187
atr_12b,downside_breakdown_occurred,HIGH_VOL,4H,163,0.5377730039384174
atr_12b,downside_breakdown_occurred,HIGH_VOL,8H,163,0.575242718446602
atr_12b,downside_breakdown_occurred,LOW_VOL_RANGE,12H,1024,0.5491776826165209
atr_12b,downside_breakdown_occurred,LOW_VOL_RANGE,1H,1024,0.5311958589982079
atr_12b,downside_breakdown_occurred,LOW_VOL_RANGE,24H,1024,0.5808891189325972
atr_12b,downside_breakdown_occurred,LOW_VOL_RANGE,2H,1024,0.5496625550805118
atr_12b,downside_breakdown_occurred,LOW_VOL_RANGE,4H,1016,0.5699132785316096
atr_12b,downside_breakdown_occurred,LOW_VOL_RANGE,8H,1016,0.55149615967827
atr_12b,downside_breakdown_occurred,NORMAL_RANGE,12H,2314,0.5424377664109121
atr_12b,downside_breakdown_occurred,NORMAL_RANGE,1H,2314,0.5330470702446
atr_12b,downside_breakdown_occurred,NORMAL_RANGE,24H,2314,0.5708931102683219
atr_12b,downside_breakdown_occurred,NORMAL_RANGE,2H,2314,0.5446094314778478
atr_12b,downside_breakdown_occurred,NORMAL_RANGE,4H,2303,0.5441015329020225
atr_12b,downside_breakdown_occurred,NORMAL_RANGE,8H,2303,0.5311345887348365
atr_12b,downside_breakdown_occurred,TREND_DOWN,12H,190,0.5789561170212766
atr_12b,downside_breakdown_occurred,TREND_DOWN,1H,190,0.6095454545454546
atr_12b,downside_breakdown_occurred,TREND_DOWN,24H,190,0.5598958333333333
atr_12b,downside_breakdown_occurred,TREND_DOWN,2H,190,0.5952935952935953
atr_12b,downside_breakdown_occurred,TREND_DOWN,4H,189,0.6380546839982071
atr_12b,downside_breakdown_occurred,TREND_DOWN,8H,189,0.5951923076923077
atr_12b,downside_breakdown_occurred,TREND_UP,12H,179,0.5827621223660828
atr_12b,downside_breakdown_occurred,TREND_UP,1H,179,0.5622334754797441
atr_12b,downside_breakdown_occurred,TREND_UP,24H,179,0.6052300729192859
atr_12b,downside_breakdown_occurred,TREND_UP,2H,179,0.5851739020055852
atr_12b,downside_breakdown_occurred,TREND_UP,4H,179,0.5712820512820513
atr_12b,downside_breakdown_occurred,TREND_UP,8H,179,0.5840411840411841
atr_12b,downside_breakdown_occurred,VOLATILITY_EXPANSION,12H,324,0.579996034892942
atr_12b,downside_breakdown_occurred,VOLATILITY_EXPANSION,1H,324,0.5491262613832144
atr_12b,downside_breakdown_occurred,VOLATILITY_EXPANSION,24H,324,0.6677487420873235
atr_12b,downside_breakdown_occurred,VOLATILITY_EXPANSION,2H,324,0.5449567214273097
atr_12b,downside_breakdown_occurred,VOLATILITY_EXPANSION,4H,319,0.5531874525676701
atr_12b,downside_breakdown_occurred,VOLATILITY_EXPANSION,8H,319,0.5616418407256387
atr_12b,range_breached,HIGH_VOL,12H,163,0.879054054054054
